Log file open, 12/27/22 14:42:29
[2022.12.27-19.17.13:199][ 37]LogDebuggerCommands: Repeating last play command: New Editor Window (PIE)
[2022.12.27-19.17.13:201][ 37]LogPlayLevel: PlayLevel: No blueprints needed recompiling
[2022.12.27-19.17.13:201][ 37]PIE: New page: PIE session: main_empty (Dec 27, 2022, 11:17:13 AM)
[2022.12.27-19.17.13:201][ 37]LogPlayLevel: Creating play world package: /Game/UEDPIE_0_main_empty
[2022.12.27-19.17.13:206][ 37]LogPlayLevel: PIE: StaticDuplicateObject took: (0.002365s)
[2022.12.27-19.17.13:207][ 37]LogPlayLevel: PIE: Created PIE world by copying editor world from /Game/main_empty.main_empty to /Game/UEDPIE_0_main_empty.main_empty (0.002424s)
[2022.12.27-19.17.13:207][ 37]LogChaos: FPhysicsSolverBase::AsyncDt:-1.000000
[2022.12.27-19.17.13:207][ 37]LogAIModule: Creating AISystem for world main_empty
[2022.12.27-19.17.13:208][ 37]LogPlayLevel: PIE: World Init took: (0.001120s)
[2022.12.27-19.17.13:260][ 37]LogUObjectHash: Compacting FUObjectHashTables data took   2.58ms
[2022.12.27-19.17.13:262][ 37]LogAudio: Display: Creating Audio Device:                 Id: 27, Scope: Unique, Realtime: True
[2022.12.27-19.17.13:262][ 37]LogAudioMixer: Display: Audio Mixer Platform Settings:
[2022.12.27-19.17.13:262][ 37]LogAudioMixer: Display: 	Sample Rate:						  48000
[2022.12.27-19.17.13:262][ 37]LogAudioMixer: Display: 	Callback Buffer Frame Size Requested: 1024
[2022.12.27-19.17.13:262][ 37]LogAudioMixer: Display: 	Callback Buffer Frame Size To Use:	  1024
[2022.12.27-19.17.13:262][ 37]LogAudioMixer: Display: 	Number of buffers to queue:			  1
[2022.12.27-19.17.13:262][ 37]LogAudioMixer: Display: 	Max Channels (voices):				  0
[2022.12.27-19.17.13:262][ 37]LogAudioMixer: Display: 	Number of Async Source Workers:		  4
[2022.12.27-19.17.13:262][ 37]LogAudio: Display: AudioDevice MaxSources: 32
[2022.12.27-19.17.13:262][ 37]LogAudio: Display: Audio Spatialization Plugin: None (built-in).
[2022.12.27-19.17.13:262][ 37]LogAudio: Display: Audio Reverb Plugin: None (built-in).
[2022.12.27-19.17.13:262][ 37]LogAudio: Display: Audio Occlusion Plugin: None (built-in).
[2022.12.27-19.17.13:265][ 37]LogAudioMixer: Display: Initializing audio mixer using platform API: 'XAudio2'
[2022.12.27-19.17.13:287][ 37]LogAudioMixer: Display: Using Audio Hardware Device Audifonos (3- USB Audio Device)
[2022.12.27-19.17.13:287][ 37]LogAudioMixer: Display: Initializing Sound Submixes...
[2022.12.27-19.17.13:287][ 37]LogAudioMixer: Display: Creating Master Submix 'MasterSubmixDefault'
[2022.12.27-19.17.13:287][ 37]LogAudioMixer: Display: Creating Master Submix 'MasterReverbSubmixDefault'
[2022.12.27-19.17.13:287][ 37]LogAudioMixer: FMixerPlatformXAudio2::StartAudioStream() called. InstanceID=27
[2022.12.27-19.17.13:288][ 37]LogAudioMixer: Display: Output buffers initialized: Frames=1024, Channels=2, Samples=2048, InstanceID=27
[2022.12.27-19.17.13:290][ 37]LogAudioMixer: Display: Starting AudioMixerPlatformInterface::RunInternal(), InstanceID=27
[2022.12.27-19.17.13:290][ 37]LogAudioMixer: Display: FMixerPlatformXAudio2::SubmitBuffer() called for the first time. InstanceID=27
[2022.12.27-19.17.13:290][ 37]LogInit: FAudioDevice initialized.
[2022.12.27-19.17.13:290][ 37]LogAudio: Display: Audio Device (ID: 27) registered with world 'main_empty'.
[2022.12.27-19.17.13:328][ 37]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2022.12.27-19.17.13:328][ 37]LogLoad: Game class is 'GameModeBase'
[2022.12.27-19.17.13:328][ 37]LogWorld: Bringing World /Game/UEDPIE_0_main_empty.main_empty up for play (max tick rate 60) at 2022.12.27-15.17.13
[2022.12.27-19.17.13:328][ 37]LogWorld: Bringing up level for play took: 0.000510
[2022.12.27-19.17.13:331][ 37]LogOnline: OSS: Created online subsystem instance for: :Context_30
[2022.12.27-19.17.13:331][ 37]LogGameMode: FindPlayerStart: PATHS NOT DEFINED or NO PLAYERSTART with positive rating
[2022.12.27-19.17.13:334][ 37]LogViewport: Display: Viewport MouseCaptureMode Changed, CapturePermanently_IncludingInitialMouseDown -> CaptureDuringMouseDown
[2022.12.27-19.17.13:336][ 37]PIE: Server logged in
[2022.12.27-19.17.13:338][ 37]PIE: Play in editor total start time 0.134 seconds.
[2022.12.27-19.17.13:349][ 37]LogViewport: Scene viewport resized to 1028x592, mode Windowed.
[2022.12.27-19.17.21:039][488]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2022.12.27-19.17.21:039][488]LogWorld: BeginTearingDown for /Game/UEDPIE_0_main_empty
[2022.12.27-19.17.21:041][488]LogSlate: Window 'EnhancedInputSR Preview [NetMode: Standalone 0]  (64-bit/D3D Shader Model 6)' being destroyed
[2022.12.27-19.17.21:056][488]LogWorld: UWorld::CleanupWorld for main_empty, bSessionEnded=true, bCleanupResources=true
[2022.12.27-19.17.21:056][488]LogSlate: InvalidateAllWidgets triggered.  All widgets were invalidated
[2022.12.27-19.17.21:059][488]LogPlayLevel: Display: Shutting down PIE online subsystems
[2022.12.27-19.17.21:070][488]LogSlate: InvalidateAllWidgets triggered.  All widgets were invalidated
[2022.12.27-19.17.21:118][488]LogAudio: Display: Audio Device unregistered from world 'None'.
[2022.12.27-19.17.21:119][488]LogAudioMixer: FMixerPlatformXAudio2::StopAudioStream() called. InstanceID=27
[2022.12.27-19.17.21:120][488]LogAudioMixer: FMixerPlatformXAudio2::StopAudioStream() called. InstanceID=27
[2022.12.27-19.17.21:129][488]LogUObjectHash: Compacting FUObjectHashTables data took   2.21ms
[2022.12.27-19.17.21:150][489]LogPlayLevel: Display: Destroying online subsystem :Context_30
[2022.12.27-19.17.23:579][633]LogFileHelpers: InternalPromptForCheckoutAndSave started...
[2022.12.27-19.17.23:628][633]LogSavePackage: Moving output files for package: /Game/inputs/InputMappingContext
[2022.12.27-19.17.23:629][633]LogSavePackage: Moving '../../../../../../Users/hbibl/OneDrive/Documentos/Unreal Projects/EnhancedInputSR/Saved/InputMappingContext86894267477D019552FCBCAC688BEB14.tmp' to '../../../../../../Users/hbibl/OneDrive/Documentos/Unreal Projects/EnhancedInputSR/Content/inputs/InputMappingContext.uasset'
[2022.12.27-19.17.23:649][633]LogFileHelpers: InternalPromptForCheckoutAndSave took 70 ms (total: 8.98 sec)
[2022.12.27-19.17.23:665][633]AssetCheck: New page: Asset Save: InputMappingContext
[2022.12.27-19.17.23:665][633]LogContentValidation: Display: Validating /Script/EnhancedInput.InputMappingContext /Game/inputs/InputMappingContext.InputMappingContext
[2022.12.27-19.17.52:501][350]LogSlate: Window 'Color Picker' being destroyed
[2022.12.27-19.18.00:682][825]LogSlate: Window 'Color Picker' being destroyed
[2022.12.27-19.18.02:722][944]BlueprintLog: New page: Compile UMG_ConfigInputDynamic
[2022.12.27-19.18.02:795][944]LogUObjectHash: Compacting FUObjectHashTables data took   1.90ms
[2022.12.27-19.18.03:139][960]LogFileHelpers: InternalPromptForCheckoutAndSave started...
[2022.12.27-19.18.03:199][960]Cmd: OBJ SAVEPACKAGE PACKAGE="/Game/UMG_ConfigInputDynamic" FILE="../../../../../../Users/hbibl/OneDrive/Documentos/Unreal Projects/EnhancedInputSR/Content/UMG_ConfigInputDynamic.uasset" SILENT=true
[2022.12.27-19.18.03:216][960]LogSavePackage: Moving output files for package: /Game/UMG_ConfigInputDynamic
[2022.12.27-19.18.03:216][960]LogSavePackage: Moving '../../../../../../Users/hbibl/OneDrive/Documentos/Unreal Projects/EnhancedInputSR/Saved/UMG_ConfigInputDynamic007B8F574F6F6A8183EC8280E07C5B3F.tmp' to '../../../../../../Users/hbibl/OneDrive/Documentos/Unreal Projects/EnhancedInputSR/Content/UMG_ConfigInputDynamic.uasset'
[2022.12.27-19.18.03:231][960]LogFileHelpers: InternalPromptForCheckoutAndSave took 91 ms (total: 9.07 sec)
[2022.12.27-19.18.03:242][960]AssetCheck: New page: Asset Save: UMG_ConfigInputDynamic
[2022.12.27-19.18.03:242][960]LogContentValidation: Display: Validating /Script/UMGEditor.WidgetBlueprint /Game/UMG_ConfigInputDynamic.UMG_ConfigInputDynamic
[2022.12.27-19.18.03:786][993]LogFileHelpers: InternalPromptForCheckoutAndSave started...
[2022.12.27-19.18.03:834][993]Cmd: OBJ SAVEPACKAGE PACKAGE="/Game/UMG_ConfigInputDynamic" FILE="../../../../../../Users/hbibl/OneDrive/Documentos/Unreal Projects/EnhancedInputSR/Content/UMG_ConfigInputDynamic.uasset" SILENT=true
[2022.12.27-19.18.03:847][993]LogSavePackage: Moving output files for package: /Game/UMG_ConfigInputDynamic
[2022.12.27-19.18.03:848][993]LogSavePackage: Moving '../../../../../../Users/hbibl/OneDrive/Documentos/Unreal Projects/EnhancedInputSR/Saved/UMG_ConfigInputDynamic8E8AF2C2429894C0D12FCAB8EA704102.tmp' to '../../../../../../Users/hbibl/OneDrive/Documentos/Unreal Projects/EnhancedInputSR/Content/UMG_ConfigInputDynamic.uasset'
[2022.12.27-19.18.03:860][993]LogFileHelpers: InternalPromptForCheckoutAndSave took 73 ms (total: 9.15 sec)
[2022.12.27-19.18.03:870][993]AssetCheck: New page: Asset Save: UMG_ConfigInputDynamic
[2022.12.27-19.18.03:870][993]LogContentValidation: Display: Validating /Script/UMGEditor.WidgetBlueprint /Game/UMG_ConfigInputDynamic.UMG_ConfigInputDynamic
[2022.12.27-19.18.18:788][861]LogSlate: Window 'Color Picker' being destroyed
[2022.12.27-19.18.20:534][965]BlueprintLog: New page: Compile UMG_ConfigInputDynamic
[2022.12.27-19.18.20:611][965]LogUObjectHash: Compacting FUObjectHashTables data took   2.13ms
[2022.12.27-19.18.21:045][984]LogFileHelpers: InternalPromptForCheckoutAndSave started...
[2022.12.27-19.18.21:097][984]Cmd: OBJ SAVEPACKAGE PACKAGE="/Game/UMG_ConfigInputDynamic" FILE="../../../../../../Users/hbibl/OneDrive/Documentos/Unreal Projects/EnhancedInputSR/Content/UMG_ConfigInputDynamic.uasset" SILENT=true
[2022.12.27-19.18.21:109][984]LogSavePackage: Moving output files for package: /Game/UMG_ConfigInputDynamic
[2022.12.27-19.18.21:111][984]LogSavePackage: Moving '../../../../../../Users/hbibl/OneDrive/Documentos/Unreal Projects/EnhancedInputSR/Saved/UMG_ConfigInputDynamic52B85F8840676D32D01B7EB6C2B8A4E3.tmp' to '../../../../../../Users/hbibl/OneDrive/Documentos/Unreal Projects/EnhancedInputSR/Content/UMG_ConfigInputDynamic.uasset'
[2022.12.27-19.18.21:132][984]LogFileHelpers: InternalPromptForCheckoutAndSave took 87 ms (total: 9.24 sec)
[2022.12.27-19.18.21:152][984]AssetCheck: New page: Asset Save: UMG_ConfigInputDynamic
[2022.12.27-19.18.21:152][984]LogContentValidation: Display: Validating /Script/UMGEditor.WidgetBlueprint /Game/UMG_ConfigInputDynamic.UMG_ConfigInputDynamic
[2022.12.27-19.18.21:759][ 20]LogFileHelpers: InternalPromptForCheckoutAndSave started...
[2022.12.27-19.18.21:811][ 20]Cmd: OBJ SAVEPACKAGE PACKAGE="/Game/UMG_ConfigInputDynamic" FILE="../../../../../../Users/hbibl/OneDrive/Documentos/Unreal Projects/EnhancedInputSR/Content/UMG_ConfigInputDynamic.uasset" SILENT=true
[2022.12.27-19.18.21:823][ 20]LogSavePackage: Moving output files for package: /Game/UMG_ConfigInputDynamic
[2022.12.27-19.18.21:824][ 20]LogSavePackage: Moving '../../../../../../Users/hbibl/OneDrive/Documentos/Unreal Projects/EnhancedInputSR/Saved/UMG_ConfigInputDynamic32824DA44F3645BEE319F6A0DEB0D846.tmp' to '../../../../../../Users/hbibl/OneDrive/Documentos/Unreal Projects/EnhancedInputSR/Content/UMG_ConfigInputDynamic.uasset'
[2022.12.27-19.18.21:836][ 20]LogFileHelpers: InternalPromptForCheckoutAndSave took 76 ms (total: 9.31 sec)
[2022.12.27-19.18.21:846][ 20]AssetCheck: New page: Asset Save: UMG_ConfigInputDynamic
[2022.12.27-19.18.21:846][ 20]LogContentValidation: Display: Validating /Script/UMGEditor.WidgetBlueprint /Game/UMG_ConfigInputDynamic.UMG_ConfigInputDynamic
[2022.12.27-19.18.24:048][150]LogFileHelpers: InternalPromptForCheckoutAndSave started...
[2022.12.27-19.18.24:104][150]Cmd: OBJ SAVEPACKAGE PACKAGE="/Game/UMG_ConfigInputDynamic" FILE="../../../../../../Users/hbibl/OneDrive/Documentos/Unreal Projects/EnhancedInputSR/Content/UMG_ConfigInputDynamic.uasset" SILENT=true
[2022.12.27-19.18.24:117][150]LogSavePackage: Moving output files for package: /Game/UMG_ConfigInputDynamic
[2022.12.27-19.18.24:119][150]LogSavePackage: Moving '../../../../../../Users/hbibl/OneDrive/Documentos/Unreal Projects/EnhancedInputSR/Saved/UMG_ConfigInputDynamicA6A416B147D3BF03D17D278F0BD3A13D.tmp' to '../../../../../../Users/hbibl/OneDrive/Documentos/Unreal Projects/EnhancedInputSR/Content/UMG_ConfigInputDynamic.uasset'
[2022.12.27-19.18.24:134][150]LogFileHelpers: InternalPromptForCheckoutAndSave took 85 ms (total: 9.40 sec)
[2022.12.27-19.18.24:145][150]AssetCheck: New page: Asset Save: UMG_ConfigInputDynamic
[2022.12.27-19.18.24:145][150]LogContentValidation: Display: Validating /Script/UMGEditor.WidgetBlueprint /Game/UMG_ConfigInputDynamic.UMG_ConfigInputDynamic
[2022.12.27-19.18.29:389][458]LogSlate: Window 'Color Picker' being destroyed
[2022.12.27-19.18.34:384][754]BlueprintLog: New page: Compile UMG_ConfigInputDynamic
[2022.12.27-19.18.34:464][754]LogUObjectHash: Compacting FUObjectHashTables data took   3.37ms
[2022.12.27-19.18.34:821][771]LogFileHelpers: InternalPromptForCheckoutAndSave started...
[2022.12.27-19.18.34:873][771]Cmd: OBJ SAVEPACKAGE PACKAGE="/Game/UMG_ConfigInputDynamic" FILE="../../../../../../Users/hbibl/OneDrive/Documentos/Unreal Projects/EnhancedInputSR/Content/UMG_ConfigInputDynamic.uasset" SILENT=true
[2022.12.27-19.18.34:889][771]LogSavePackage: Moving output files for package: /Game/UMG_ConfigInputDynamic
[2022.12.27-19.18.34:889][771]LogSavePackage: Moving '../../../../../../Users/hbibl/OneDrive/Documentos/Unreal Projects/EnhancedInputSR/Saved/UMG_ConfigInputDynamic5163D58843FD8019ABE181B7C7A83CC6.tmp' to '../../../../../../Users/hbibl/OneDrive/Documentos/Unreal Projects/EnhancedInputSR/Content/UMG_ConfigInputDynamic.uasset'
[2022.12.27-19.18.34:907][771]LogFileHelpers: InternalPromptForCheckoutAndSave took 86 ms (total: 9.48 sec)
[2022.12.27-19.18.34:917][771]AssetCheck: New page: Asset Save: UMG_ConfigInputDynamic
[2022.12.27-19.18.34:917][771]LogContentValidation: Display: Validating /Script/UMGEditor.WidgetBlueprint /Game/UMG_ConfigInputDynamic.UMG_ConfigInputDynamic
[2022.12.27-19.18.35:478][805]LogFileHelpers: InternalPromptForCheckoutAndSave started...
[2022.12.27-19.18.35:533][805]Cmd: OBJ SAVEPACKAGE PACKAGE="/Game/UMG_ConfigInputDynamic" FILE="../../../../../../Users/hbibl/OneDrive/Documentos/Unreal Projects/EnhancedInputSR/Content/UMG_ConfigInputDynamic.uasset" SILENT=true
[2022.12.27-19.18.35:547][805]LogSavePackage: Moving output files for package: /Game/UMG_ConfigInputDynamic
[2022.12.27-19.18.35:547][805]LogSavePackage: Moving '../../../../../../Users/hbibl/OneDrive/Documentos/Unreal Projects/EnhancedInputSR/Saved/UMG_ConfigInputDynamicE4BA9FDF400224F3D4533689E6F96962.tmp' to '../../../../../../Users/hbibl/OneDrive/Documentos/Unreal Projects/EnhancedInputSR/Content/UMG_ConfigInputDynamic.uasset'
[2022.12.27-19.18.35:560][805]LogFileHelpers: InternalPromptForCheckoutAndSave took 81 ms (total: 9.57 sec)
[2022.12.27-19.18.35:570][805]AssetCheck: New page: Asset Save: UMG_ConfigInputDynamic
[2022.12.27-19.18.35:570][805]LogContentValidation: Display: Validating /Script/UMGEditor.WidgetBlueprint /Game/UMG_ConfigInputDynamic.UMG_ConfigInputDynamic
[2022.12.27-19.18.37:582][922]LogFileHelpers: InternalPromptForCheckoutAndSave started...
[2022.12.27-19.18.37:640][922]Cmd: OBJ SAVEPACKAGE PACKAGE="/Game/inputs/ButtonPress" FILE="../../../../../../Users/hbibl/OneDrive/Documentos/Unreal Projects/EnhancedInputSR/Content/inputs/ButtonPress.uasset" SILENT=true
[2022.12.27-19.18.37:642][922]LogSavePackage: Moving output files for package: /Game/inputs/ButtonPress
[2022.12.27-19.18.37:644][922]LogSavePackage: Moving '../../../../../../Users/hbibl/OneDrive/Documentos/Unreal Projects/EnhancedInputSR/Saved/ButtonPress50EE6F264CA2F2B89187828ACBC5B19A.tmp' to '../../../../../../Users/hbibl/OneDrive/Documentos/Unreal Projects/EnhancedInputSR/Content/inputs/ButtonPress.uasset'
[2022.12.27-19.18.37:658][922]LogFileHelpers: InternalPromptForCheckoutAndSave took 75 ms (total: 9.64 sec)
[2022.12.27-19.18.37:667][922]AssetCheck: New page: Asset Save: ButtonPress
[2022.12.27-19.18.37:667][922]LogContentValidation: Display: Validating /Script/EnhancedInput.InputAction /Game/inputs/ButtonPress.ButtonPress
[2022.12.27-19.18.40:146][ 69]LogFileHelpers: InternalPromptForCheckoutAndSave started...
[2022.12.27-19.18.40:203][ 69]LogSavePackage: Moving output files for package: /Game/inputs/InputMappingContext
[2022.12.27-19.18.40:204][ 69]LogSavePackage: Moving '../../../../../../Users/hbibl/OneDrive/Documentos/Unreal Projects/EnhancedInputSR/Saved/InputMappingContext38663D78498BFDF03BD744A1DD26581A.tmp' to '../../../../../../Users/hbibl/OneDrive/Documentos/Unreal Projects/EnhancedInputSR/Content/inputs/InputMappingContext.uasset'
[2022.12.27-19.18.40:219][ 69]LogFileHelpers: InternalPromptForCheckoutAndSave took 72 ms (total: 9.71 sec)
[2022.12.27-19.18.40:235][ 69]AssetCheck: New page: Asset Save: InputMappingContext
[2022.12.27-19.18.40:235][ 69]LogContentValidation: Display: Validating /Script/EnhancedInput.InputMappingContext /Game/inputs/InputMappingContext.InputMappingContext
[2022.12.27-19.18.41:905][168]LogFileHelpers: InternalPromptForCheckoutAndSave started...
[2022.12.27-19.18.42:010][168]LogUObjectHash: Compacting FUObjectHashTables data took   2.02ms
[2022.12.27-19.18.42:018][168]LogSavePackage: Moving output files for package: /Game/main_empty
[2022.12.27-19.18.42:019][168]LogSavePackage: Moving '../../../../../../Users/hbibl/OneDrive/Documentos/Unreal Projects/EnhancedInputSR/Saved/main_empty141DDEAD4FB682E1C4541B8C8AFB93DF.tmp' to '../../../../../../Users/hbibl/OneDrive/Documentos/Unreal Projects/EnhancedInputSR/Content/main_empty.umap'
[2022.12.27-19.18.42:026][168]LogFileHelpers: Saving map 'main_empty' took 0.073
[2022.12.27-19.18.42:039][168]LogFileHelpers: InternalPromptForCheckoutAndSave took 133 ms (total: 9.85 sec)
[2022.12.27-19.18.42:051][168]AssetCheck: New page: Asset Save: main_empty
[2022.12.27-19.18.42:051][168]LogContentValidation: Display: Validating /Script/Engine.World /Game/main_empty.main_empty
[2022.12.27-19.18.46:520][425]LogDebuggerCommands: Repeating last play command: New Editor Window (PIE)
[2022.12.27-19.18.46:525][425]LogPlayLevel: PlayLevel: No blueprints needed recompiling
[2022.12.27-19.18.46:525][425]PIE: New page: PIE session: main_empty (Dec 27, 2022, 11:18:46 AM)
[2022.12.27-19.18.46:525][425]LogPlayLevel: Creating play world package: /Game/UEDPIE_0_main_empty
[2022.12.27-19.18.46:526][425]LogPlayLevel: PIE: StaticDuplicateObject took: (0.001360s)
[2022.12.27-19.18.46:526][425]LogPlayLevel: PIE: Created PIE world by copying editor world from /Game/main_empty.main_empty to /Game/UEDPIE_0_main_empty.main_empty (0.001399s)
[2022.12.27-19.18.46:526][425]LogChaos: FPhysicsSolverBase::AsyncDt:-1.000000
[2022.12.27-19.18.46:527][425]LogAIModule: Creating AISystem for world main_empty
[2022.12.27-19.18.46:527][425]LogPlayLevel: PIE: World Init took: (0.000746s)
[2022.12.27-19.18.46:576][425]LogUObjectHash: Compacting FUObjectHashTables data took   1.88ms
[2022.12.27-19.18.46:578][425]LogAudio: Display: Creating Audio Device:                 Id: 28, Scope: Unique, Realtime: True
[2022.12.27-19.18.46:578][425]LogAudioMixer: Display: Audio Mixer Platform Settings:
[2022.12.27-19.18.46:578][425]LogAudioMixer: Display: 	Sample Rate:						  48000
[2022.12.27-19.18.46:578][425]LogAudioMixer: Display: 	Callback Buffer Frame Size Requested: 1024
[2022.12.27-19.18.46:578][425]LogAudioMixer: Display: 	Callback Buffer Frame Size To Use:	  1024
[2022.12.27-19.18.46:578][425]LogAudioMixer: Display: 	Number of buffers to queue:			  1
[2022.12.27-19.18.46:578][425]LogAudioMixer: Display: 	Max Channels (voices):				  0
[2022.12.27-19.18.46:578][425]LogAudioMixer: Display: 	Number of Async Source Workers:		  4
[2022.12.27-19.18.46:578][425]LogAudio: Display: AudioDevice MaxSources: 32
[2022.12.27-19.18.46:578][425]LogAudio: Display: Audio Spatialization Plugin: None (built-in).
[2022.12.27-19.18.46:578][425]LogAudio: Display: Audio Reverb Plugin: None (built-in).
[2022.12.27-19.18.46:578][425]LogAudio: Display: Audio Occlusion Plugin: None (built-in).
[2022.12.27-19.18.46:581][425]LogAudioMixer: Display: Initializing audio mixer using platform API: 'XAudio2'
[2022.12.27-19.18.46:603][425]LogAudioMixer: Display: Using Audio Hardware Device Audifonos (3- USB Audio Device)
[2022.12.27-19.18.46:603][425]LogAudioMixer: Display: Initializing Sound Submixes...
[2022.12.27-19.18.46:603][425]LogAudioMixer: Display: Creating Master Submix 'MasterSubmixDefault'
[2022.12.27-19.18.46:603][425]LogAudioMixer: Display: Creating Master Submix 'MasterReverbSubmixDefault'
[2022.12.27-19.18.46:605][425]LogAudioMixer: FMixerPlatformXAudio2::StartAudioStream() called. InstanceID=28
[2022.12.27-19.18.46:605][425]LogAudioMixer: Display: Output buffers initialized: Frames=1024, Channels=2, Samples=2048, InstanceID=28
[2022.12.27-19.18.46:608][425]LogAudioMixer: Display: Starting AudioMixerPlatformInterface::RunInternal(), InstanceID=28
[2022.12.27-19.18.46:608][425]LogAudioMixer: Display: FMixerPlatformXAudio2::SubmitBuffer() called for the first time. InstanceID=28
[2022.12.27-19.18.46:608][425]LogInit: FAudioDevice initialized.
[2022.12.27-19.18.46:608][425]LogAudio: Display: Audio Device (ID: 28) registered with world 'main_empty'.
[2022.12.27-19.18.46:644][425]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2022.12.27-19.18.46:644][425]LogLoad: Game class is 'GameModeBase'
[2022.12.27-19.18.46:644][425]LogWorld: Bringing World /Game/UEDPIE_0_main_empty.main_empty up for play (max tick rate 60) at 2022.12.27-15.18.46
[2022.12.27-19.18.46:646][425]LogWorld: Bringing up level for play took: 0.001944
[2022.12.27-19.18.46:648][425]LogOnline: OSS: Created online subsystem instance for: :Context_31
[2022.12.27-19.18.46:651][425]LogViewport: Display: Viewport MouseCaptureMode Changed, CapturePermanently_IncludingInitialMouseDown -> CaptureDuringMouseDown
[2022.12.27-19.18.46:652][425]PIE: Server logged in
[2022.12.27-19.18.46:654][425]PIE: Play in editor total start time 0.129 seconds.
[2022.12.27-19.18.46:709][425]LogViewport: Scene viewport resized to 1028x592, mode Windowed.
[2022.12.27-19.18.51:008][676]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2022.12.27-19.18.51:008][676]LogWorld: BeginTearingDown for /Game/UEDPIE_0_main_empty
[2022.12.27-19.18.51:009][676]LogSlate: Window 'EnhancedInputSR Preview [NetMode: Standalone 0]  (64-bit/D3D Shader Model 6)' being destroyed
[2022.12.27-19.18.51:022][676]LogWorld: UWorld::CleanupWorld for main_empty, bSessionEnded=true, bCleanupResources=true
[2022.12.27-19.18.51:022][676]LogSlate: InvalidateAllWidgets triggered.  All widgets were invalidated
[2022.12.27-19.18.51:025][676]LogPlayLevel: Display: Shutting down PIE online subsystems
[2022.12.27-19.18.51:033][676]LogSlate: InvalidateAllWidgets triggered.  All widgets were invalidated
[2022.12.27-19.18.51:083][676]LogAudio: Display: Audio Device unregistered from world 'None'.
[2022.12.27-19.18.51:083][676]LogAudioMixer: FMixerPlatformXAudio2::StopAudioStream() called. InstanceID=28
[2022.12.27-19.18.51:085][676]LogAudioMixer: FMixerPlatformXAudio2::StopAudioStream() called. InstanceID=28
[2022.12.27-19.18.51:094][676]LogUObjectHash: Compacting FUObjectHashTables data took   1.93ms
[2022.12.27-19.18.51:113][677]LogPlayLevel: Display: Destroying online subsystem :Context_31
[2022.12.27-19.18.51:905][724]LogDebuggerCommands: Repeating last play command: New Editor Window (PIE)
[2022.12.27-19.18.51:910][724]LogPlayLevel: PlayLevel: No blueprints needed recompiling
[2022.12.27-19.18.51:910][724]PIE: New page: PIE session: main_empty (Dec 27, 2022, 11:18:51 AM)
[2022.12.27-19.18.51:910][724]LogPlayLevel: Creating play world package: /Game/UEDPIE_0_main_empty
[2022.12.27-19.18.51:911][724]LogPlayLevel: PIE: StaticDuplicateObject took: (0.001223s)
[2022.12.27-19.18.51:911][724]LogPlayLevel: PIE: Created PIE world by copying editor world from /Game/main_empty.main_empty to /Game/UEDPIE_0_main_empty.main_empty (0.001254s)
[2022.12.27-19.18.51:911][724]LogChaos: FPhysicsSolverBase::AsyncDt:-1.000000
[2022.12.27-19.18.51:912][724]LogAIModule: Creating AISystem for world main_empty
[2022.12.27-19.18.51:913][724]LogPlayLevel: PIE: World Init took: (0.000801s)
[2022.12.27-19.18.51:958][724]LogUObjectHash: Compacting FUObjectHashTables data took   1.95ms
[2022.12.27-19.18.51:959][724]LogAudio: Display: Creating Audio Device:                 Id: 29, Scope: Unique, Realtime: True
[2022.12.27-19.18.51:959][724]LogAudioMixer: Display: Audio Mixer Platform Settings:
[2022.12.27-19.18.51:959][724]LogAudioMixer: Display: 	Sample Rate:						  48000
[2022.12.27-19.18.51:959][724]LogAudioMixer: Display: 	Callback Buffer Frame Size Requested: 1024
[2022.12.27-19.18.51:959][724]LogAudioMixer: Display: 	Callback Buffer Frame Size To Use:	  1024
[2022.12.27-19.18.51:959][724]LogAudioMixer: Display: 	Number of buffers to queue:			  1
[2022.12.27-19.18.51:959][724]LogAudioMixer: Display: 	Max Channels (voices):				  0
[2022.12.27-19.18.51:959][724]LogAudioMixer: Display: 	Number of Async Source Workers:		  4
[2022.12.27-19.18.51:959][724]LogAudio: Display: AudioDevice MaxSources: 32
[2022.12.27-19.18.51:960][724]LogAudio: Display: Audio Spatialization Plugin: None (built-in).
[2022.12.27-19.18.51:960][724]LogAudio: Display: Audio Reverb Plugin: None (built-in).
[2022.12.27-19.18.51:960][724]LogAudio: Display: Audio Occlusion Plugin: None (built-in).
[2022.12.27-19.18.51:963][724]LogAudioMixer: Display: Initializing audio mixer using platform API: 'XAudio2'
[2022.12.27-19.18.51:985][724]LogAudioMixer: Display: Using Audio Hardware Device Audifonos (3- USB Audio Device)
[2022.12.27-19.18.51:986][724]LogAudioMixer: Display: Initializing Sound Submixes...
[2022.12.27-19.18.51:986][724]LogAudioMixer: Display: Creating Master Submix 'MasterSubmixDefault'
[2022.12.27-19.18.51:987][724]LogAudioMixer: Display: Creating Master Submix 'MasterReverbSubmixDefault'
[2022.12.27-19.18.51:987][724]LogAudioMixer: FMixerPlatformXAudio2::StartAudioStream() called. InstanceID=29
